,,,,,,,
,,,,,,,
,,STT,Mã CK▲,Tên công ty,Ngành,Sàn,Khối lượng NY/ĐKGD
,,1858,CIENCO1,Tổng Công ty Xây dựng Công trình Giao thông 1 - CTCP,,OTC,0
,,1859,CIENCO473,CTCP 473,,OTC,"2,000,000"
,,1860,CIENCO5,Tổng Công ty Xây dựng Công trình Giao thông 5 - CTCP,,OTC,0
,,1861,CIENCO503,CTCP Xây dựng Giao thông 503,,OTC,0
,,1862,CIENCO610,CTCP Xây dựng Công trình Giao thông 610,,OTC,"2,686,300"
,,1863,CIENCO624,CTCP Vật tư Thiết bị và Xây dựng Công trình 624,,OTC,0
,,1864,CIENCO8,Tổng Công ty Xây dựng Công trình Giao thông 8 - CTCP,,Khác,0
,,1865,Ciencoland,CTCP Đầu tư Xây dựng và Kinh doanh Bất động sản Tổng Sáu,,OTC,0
,,1866,CIMB,Công ty TNHH Chứng khoán CIMB-VINASHIN,,Khác,"33,334,000"
,,1867,Cistra,CTCP Dịch vụ Thương mại Thành Phố,,OTC,0
,,1868,CIV,CTCP Đầu tư Vinamotor,,OTC,"3,155,930"
,,1869,CJC203,CTCP Xây dựng 203,,OTC,0
,,1870,CKH,CTCP Cơ khí Chế Tạo Hải Phòng,Tư liệu sản xuất,OTC,"1,037,626"
,,1871,CKI,CTCP Cơ khí ngành In,,OTC,0
,,1872,CKTAYNINH,CTCP Cơ khí Tây Ninh,,OTC,0
,,1873,CLP,CTCP Thủy sản Cửu Long,"Thực phẩm, đồ uống và thuốc lá",OTC,"8,000,000"
,,1874,CLS,CTCP Chứng khoán Chợ Lớn,Dịch vụ tài chính,OTC,0
,,1875,CMCHanoi,CTCP Vật liệu Xây dựng Hà Nội,,OTC,0
,,1876,CMIBBank,Ngân hàng TNHH MTV CIMB Việt Nam,,Khác,0
,,1877,CNH,CTCP Cảng Nha Trang,Vận tải,OTC,"24,539,049"
,,1878,CO122,CTCP Xây dựng và Đầu tư 122 - Cienco 1,,OTC,0
,,1879,CoKhiDuyenHai,Công ty TNHH Nhà nước MTV Cơ khí Duyên Hải,,Khác,0
,,1880,CoKhiHonGai,CTCP Cơ khí Hòn Gai - Vinacomin,,OTC,0
,,1881,CokhiNgoGiaTu,CTCP Cơ khí Ngô Gia Tự,,OTC,0
,,1882,CoKhiOTo32,CTCP Cơ khí Ô Tô 3-2,,OTC,0
,,1883,COMPT,"Công ty TNHH Tư vấn Đầu tư, Tài chính, Kế toán Thuế - Kiểm toán COM.PT",,Khác,0
,,1884,ConDao,CTCP Thủy sản và Xuất nhập khẩu Côn Đảo,,OTC,0
,,1885,CongNgheCao,CTCP Công nghệ Cao,,OTC,0
,,1886,CongNghiepMasan,CTCP Công nghiệp Masan,,OTC,0
,,1887,CongNghiepPhuYen,CTCP Công nghiệp Phú Yên,,OTC,0
,,1888,CongThanh,CTCP Xi măng Công Thanh,,OTC,0
,,1889,CongTrinh134,CTCP Đầu tư và Xây dựng Công trình 134,,OTC,0
,,1890,CongTrinh525,CTCP Xây dựng Công trình 525,,OTC,"3,130,000"
,,1891,CongTrinhBuuDien,CTCP Phát triển Công trình Bưu điện,,OTC,0
,,1892,CongTrinhGTDB,CTCP Công trình Giao thông Tỉnh Điện Biên,,OTC,0
,,1893,CongTrinhHaNoi,CTCP Đầu Tư Công trình Hà Nội,,OTC,0
,,1894,CongTy118,CTCP 118,,OTC,0
,,1895,CONSTRAD423,CTCP Xây dựng và Thương mại 423,,OTC,"1,250,000"
,,1896,CoopBank,Ngân hàng Hợp tác xã Việt Nam,,Khác,0
,,1897,COPAC,CTCP Đầu Tư Xây dựng và Thương mại Thái Bình Dương,,OTC,"9,700,000"
,,1898,Coresco,CTCP Đầu Tư Xây dựng Kinh doanh Nhà Bến Thành,,OTC,"2,600,000"
,,1899,Cosaco,CTCP Sài Gòn Xây dựng,,OTC,0
,,1900,Cosevco1,CTCP Sản xuất Vật liệu và Xây dựng Cosevco 1,,OTC,0
,,1901,Cosevco75,CTCP Cosevco 75,,OTC,0
,,1902,COT60,CTCP Công trình Giao thông 60,,OTC,0
,,1903,Cotec,CTCP Kỹ thuật Xây dựng và Vật liệu Xây dựng COTEC,,OTC,0
,,1904,CotecAnpha,CTCP Kỹ thuật Xây dựng Anpha,,OTC,0
,,1905,COXANO,CTCP Cơ khí Xây dựng Công trình Thừa Thiên Huế,,OTC,"1,556,240"
,,1906,CPAHaNoi,Công ty Kiểm toán và Kế toán Hà Nội,,Khác,0
,,1907,CPAHCM,Công ty TNHH Kiểm toán và Tư vấn CPA HCM,,Khác,0
,,1908,CPAVietNam,Công ty Hợp danh Kiểm toán Việt Nam,,Khác,0
,,1909,CPHACO,CTCP Đầu tư Xây dựng Chánh Phú Hòa,,Khác,0
,,1910,CPT,CTCP Xây lắp Bưu điện,,OTC,0
,,1911,CPW,CTCP Công trình Giao thông Công chánh,Tư liệu sản xuất,OTC,"26,875,000"
,,1912,CRV,CTCP Tập đoàn Bất động sản CRV,,Khác,0
,,1913,CSCJ,CTCP Chứng khoán Thủ Đô,,OTC,"7,573,667"
,,1914,CSG,CTCP Cáp Sài Gòn,Dịch vụ viễn thông,OTC,"29,742,020"
,,1915,CST124,CTCP Xây dựng Giao thông và Thương mại 124,,OTC,0
,,1916,CT185,CTCP Trường Sơn 185,,Khác,0
,,1917,CT5,CTCP 319.5,Tư liệu sản xuất,OTC,"4,400,000"
,,1918,CTCCorp,CTCP Đô thị Du lịch Cần Giờ,,OTC,0
,,1919,CTE,CTCP Hạ Tầng Viễn Thông CMC,,OTC,0
,,1920,CTGT,CTCP Công trình Giao thông Tỉnh Bà Rịa - Vũng Tàu,,OTC,"6,000,000"
,,1921,CTM,CTCP Đầu tư Xây dựng và Khai thác mỏ Vinavico,Tư liệu sản xuất,OTC,"4,399,996"
,,1922,CTV,CTCP Đầu tư - Sản xuất và Thương mại Việt Nam,Phân phối và bán lẻ hàng lâu bền,OTC,"2,000,000"
,,1923,Cty479,CTCP 479,,OTC,0
,,1924,CTYCN2,Công ty TNHH MTV Cấp nước số 2,,Khác,0
,,1925,CVC,CTCP Cơ điện Vật tư,Hàng tiêu dùng và trang trí,OTC,"2,200,000"
,,1926,CVH,"CTCP Công viên, Cây xanh Hải Phòng",Dịch vụ chuyên biệt và thương mại,OTC,"1,280,000"
,,1927,CVP,CTCP Cảng Cửa Việt,Vận tải,OTC,"3,425,980"
,,1928,CVS,CTCP Chứng khoán CV,,OTC,0
,,1929,CXC,CTCP Cầu Xây,,OTC,0
,,1930,CXH,CTCP Xe khách Hà Nội,Vận tải,OTC,"1,885,306"
,,1931,CZC,CTCP Than Miền Trung,Năng lượng,OTC,"5,602,590"
,,1932,D26,CTCP Quản lý và Xây dựng Đường bộ 26,Tư liệu sản xuất,OTC,"1,000,000"
,,1933,DAB,Ngân hàng TMCP Đại Á,,Khác,"310,000,000"
,,1934,DaBinhDinh,CTCP VRG Đá Bình Định,,OTC,0
,,1935,DAG,CTCP Tập đoàn Nhựa Đông Á,Nguyên vật liệu,OTC,"60,314,112"
,,1936,DaGiayHaiPhong,CTCP Da Giầy và Phát triển Hải Phòng,,OTC,0
,,1937,DaGiayVietNam,CTCP Da Giầy Việt Nam,,OTC,0
,,1938,DaichiLife,Công ty TNHH Bảo hiểm Nhân thọ Dai-ichi Việt Nam,,Khác,0
,,1939,DaiMo,CTCP Cơ khí Xây dựng Đại Mỗ,,OTC,0
,,1940,DaiNam,Văn Phòng Thám Tử Điều Tra - Theo Dõi Đại Nam,,Khác,0
,,1941,DaiNamAudit,Công ty TNHH Kiểm toán và Giải pháp Công nghệ Thông tin Đại Nam,,Khác,0
,,1942,DaiTinAudit,Công ty TNHH Kiểm toán Đại Tín,,Khác,0
,,1943,DaNangXD,CTCP Xây dựng Công trình Giao thông Đà Nẵng,,OTC,0
,,1944,DANATEX,CTCP Dệt Hòa Khánh - Đà Nẵng,,OTC,0
,,1945,DAP,CTCP Đông Á,Nguyên vật liệu,OTC,"1,680,000"
,,1946,DAR,CTCP Xe lửa Dĩ An,Dịch vụ chuyên biệt và thương mại,OTC,"6,500,000"
,,1947,DaTayDo,CTCP Da Tây Đô,,OTC,0
,,1948,DATC,Công ty TNHH Mua Bán Nợ Việt Nam,,Khác,0
,,1949,DatVang,CTCP Sông Đà - Đất Vàng,,OTC,0
,,1950,DauTuHaNoi,CTCP Thương mại và Đầu tư TIC Hà Nội,,OTC,0
,,1951,DBF,CTCP Lương thực Đông Bắc,Phân phối và bán lẻ hàng lâu bền,OTC,"3,679,200"
,,1952,DBH,CTCP Đường bộ Hải Phòng,Tư liệu sản xuất,OTC,"2,200,000"
,,1953,DBW,CTCP Cấp nước Điện Biên,Dịch vụ tiện ích,OTC,"39,320,100"
,,1954,DCC,CTCP Xây dựng Công nghiệp (DESCON),Tư liệu sản xuất,OTC,"10,300,000"
,,1955,DCD,CTCP Du lịch và Thương mại DIC,Dịch vụ tiêu dùng,Khác,"11,294,323"
,,1956,DCI,CTCP Công nghiệp Hóa chất Đà Nẵng,Nguyên vật liệu,OTC,"2,412,518"
,,1957,DCPA,Công ty TNHH Tư vấn DCPA,,Khác,0
,,1958,DDS,CTCP Chứng khoán AIS,,OTC,"3,000,000"
,,1959,Deloitte,Công ty TNHH Deloitte Việt Nam,,Khác,0
,,1960,DeltaAgf,CTCP Đầu tư và Xây dựng Delta AGF,,OTC,"5,691,644"
,,1961,DeltaCorp,CTCP Đầu tư Châu Thổ,,OTC,0
,,1962,DeltaTower,CTCP Cảnh Hưng Hải Thành,,OTC,"24,000,000"
,,1963,DetHaDong,CTCP Dệt Hà Đông,,OTC,"1,300,000"
,,1964,DetPhongPhu,CTCP Dệt vải Phong Phú,,OTC,0
,,1965,DetVinhPhu,CTCP Dệt Vĩnh Phú,,OTC,0
,,1966,DeutscheBank,Ngân hàng Deutsche Việt Nam,,Khác,0
,,1967,DFK,Công ty TNHH Kiểm toán DFK Việt Nam,,Khác,0
,,1968,DFS,CTCP Chế biến Xuất nhập khẩu Nông sản Thực phẩm Đồng Nai,"Thực phẩm, đồ uống và thuốc lá",OTC,"22,500,000"
,,1969,DFVN,Công ty TNHH MTV Quản lý Quỹ Dai-Ichi Life Việt Nam,,Khác,0
,,1970,DGL,CTCP Hóa chất Đức Giang - Lào Cai,Nguyên vật liệu,Khác,"99,785,463"
,,1971,DHI,CTCP In Diên Hồng,Dịch vụ chuyên biệt và thương mại,OTC,"2,628,042"
,,1972,DHL,CTCP Cơ khí Vận tải Thương mại Đại Hưng,Nguyên vật liệu,OTC,"5,500,000"
,,1973,DIAOC3,CTCP Xây dựng và Kinh doanh Địa Ốc III,,OTC,0
,,1974,DIAOC8,CTCP Địa ốc 8,,Khác,0
,,1975,DiaOcGiaDinh,CTCP Đầu tư Địa ốc Gia Định,,OTC,0
,,1976,DIC1,CTCP Xây dựng Đô thị và Khu công nghiệp,,OTC,"2,000,000"
,,1977,DICThanhBinh,CTCP Đầu tư Phát triển Xây dựng Thanh Bình,,OTC,"500,000"
,,1978,DienLucDaNang,CTCP Thủy điện Điện Lực Đà Nẵng,,OTC,0
,,1979,DienNuocHaNoi,CTCP Xây dựng Lắp máy Điện nước Hà Nội,,OTC,0
,,1980,DienThuBon,CTCP Thủy điện Thu Bồn,,OTC,0
,,1981,Diginet,CTCP Định Gia Nét,,OTC,"1,500,000"
,,1982,DinhThien,Công Ty TNHH Thương mại Dịch vụ Kỹ thuật Đỉnh Thiên,,Khác,0
,,1983,DKH,Trung tâm Đăng kiểm phương tiện Giao thông Thủy bộ,Dịch vụ chuyên biệt và thương mại,OTC,"212,036"
,,1984,DKP,CTCP Dược Khoa,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",OTC,"3,003,910"
,,1985,DLBD,CTCP Du lịch Bưu điện,,OTC,0
,,1986,DLC,CTCP Du lịch Cần Thơ,Dịch vụ tiêu dùng,OTC,"4,780,080"
,,1987,DLM,CTCP Chiếu sáng công cộng Đà Nẵng,Tư liệu sản xuất,OTC,"1,160,250"
,,1988,DLTHUDUC,Công ty TNHH MTV Dịch vụ Du lịch Thủ Đức,,Khác,0
,,1989,DLV,CTCP Du lịch Việt Nam - VITOURS,"Thực phẩm, đồ uống và thuốc lá",OTC,0
,,1990,DLX,CTCP Delex Việt Nam,,OTC,0
,,1991,DMH,CTCP Dược Minh Hải,,OTC,"2,500,000"
,,1992,DMTC,CTCP Khoan và Dịch vụ Kỹ thuật Khai thác Mỏ,,OTC,0
,,1993,DNB,CTCP Sách và Thiết bị trường học tỉnh Đắk Nông,Phân phối và bán lẻ hàng lâu bền,OTC,"1,447,554"
,,1994,DNF,CTCP Lương thực Đà Nẵng,"Thực phẩm, đồ uống và thuốc lá",OTC,"5,000,000"
,,1995,DNG,CTCP Lắp máy Điện nước và Xây dựng,,OTC,0
,,1996,DNPAudit,Công ty TNHH Kiểm toán - Tư vấn Tài chính D.N.P,,Khác,0
,,1997,DNR,CTCP Đường sắt Quảng Nam - Đà Nẵng,Vận tải,OTC,"1,577,500"
,,1998,DNS,CTCP Thép Đà Nẵng,Nguyên vật liệu,OTC,"21,600,000"
,,1999,DNTD,CTCP Thiết kế Viễn thông Tin học Đà Nẵng,,OTC,0
,,2000,DNV,CTCP Thương mại Dịch vụ VDA Đà Nẵng,,OTC,"8,100,000"
,,2001,DNY,CTCP Thép DANA - Ý,Nguyên vật liệu,OTC,"26,999,517"
,,2002,Donatraco,CTCP Sản xuất Thương mại Dịch vụ Đồng Nai,,OTC,0
,,2003,DongABank,Ngân hàng TMCP Đông Á,,OTC,"500,000,000"
,,2004,DongACapital,Công ty TNHH Quản lý Quỹ đầu tư Chứng khoán Đông Á,,Khác,0
,,2005,DongAnhSteel,CTCP Kết cấu Thép Xây dựng,,OTC,0
,,2006,DongASecurities,Công ty TNHH MTV Chứng khoán Ngân hàng Đông Á,,Khác,"50,000,000"
,,2007,DongDuong,Công ty TNHH Kiểm toán Đông Dương,,Khác,0
,,2008,DongLong,Công ty TNHH Vận tải biển Đông Long,,Khác,0
,,2009,DongNam,Công ty TNHH Kiểm toán Đông Nam,,Khác,0
,,2010,DongPhuongAudit,Công ty TNHH Tư vấn Tài chính và Kiểm toán Đông Phương,,Khác,0
,,2011,DongTam,CTCP Đồng Tâm,,OTC,0
,,2012,DongTauAnPhu,CTCP Đóng Tàu An Phú,,OTC,0
,,2013,DongThang,Công ty TNHH Kiểm toán Đồng Thắng,,Khác,0
,,2014,DongThapTourist,CTCP Du lịch Đồng Tháp,,OTC,0
,,2015,DongTien,CTCP Đồng Tiến,,OTC,0
,,2016,DongXanh,CTCP Đồng Xanh,,OTC,0
,,2017,DoThi18,CTCP Đầu tư Hạ tầng 18,,OTC,0
,,2018,DothiGialai,CTCP Công trình Đô thị Gia Lai,,OTC,0
,,2019,DoThiGiaLam,CTCP Môi trường Đô thị Gia Lâm,,Khác,0
,,2020,DPD,CTCP Cao su Đồng Phú - Đắk Nông,Nguyên vật liệu,Khác,"12,000,000"
,,2021,DSC,CTCP Chứng khoán DSC,Dịch vụ tài chính,OTC,"204,838,925"
,,2022,DSS,CTCP Đường sắt Sài Gòn,Vận tải,OTC,"2,045,000"
,,2023,DSV,CTCP Đường sắt Vĩnh Phú,Vận tải,OTC,"1,229,579"
,,2024,DSVN,Tổng Công ty Đường sắt Việt Nam,,Khác,0
,,2025,DT319,CTCP Đầu tư và Thương mại 319,,OTC,0
,,2026,DT4,CTCP Quản Lý Đường Sông Số 4,Vận tải,OTC,"1,160,000"
,,2027,DTF,CTCP Thực phẩm và Nước giải khát Dona New Tower,,OTC,"10,723,266"
,,2028,DTLAuditing,Công ty TNHH Kiểm toán D.T.L,,Khác,0
,,2029,DTN,CTCP Diêm Thống Nhất,Đồ gia dụng và cá nhân,OTC,"2,200,000"
,,2030,DTS,CTCP Dịch vụ Du lịch Đà Lạt,,OTC,"10,450,000"
,,2031,DTSC,CTCP Chứng khoán Delta,,OTC,"4,000,000"
,,2032,DTV,CTCP Phát triển Điện Trà Vinh,Dịch vụ tiện ích,OTC,"5,280,000"
,,2033,DucAnhAudit,Công ty TNHH Kiểm toán Quốc tế Đức - Anh,,Khác,0
,,2034,DucKhai,Công ty TNHH Thương mại Thiết bị Điện Đức Khải,,Khác,0
,,2035,DucTanLong,CTCP Đúc Tân Long - Constrexim,,OTC,0
,,2036,DuLichDaNang,CTCP Du lịch Đà Nẵng,,OTC,0
,,2037,DULICHKHANHHOA,CTCP Du lịch Khánh Hòa,,OTC,0
,,2038,DuLichTaCu,CTCP Du lịch Núi Tà Cú,,OTC,0
,,2039,DuLichThanhBinh,CTCP Du lịch Thanh Bình,,OTC,0
,,2040,DuLichThanhHoa,CTCP Du lịch Thanh Hóa,,OTC,0
,,2041,DuLichThuongMai,CTCP Du lịch và Thương mại Vinacomin,,OTC,0
,,2042,DuocBaoChau,CTCP Tập đoàn Dược Bảo Châu,,OTC,0
,,2043,DuocDomedic,CTCP Y Dược Domedic,,OTC,0
,,2044,DuocICA,CTCP Công nghệ sinh học Dược phẩm ICA,,OTC,0
,,2045,DuocLieuTW2,CTCP Dược Liệu Trung ương 2,,OTC,"2,800,000"
,,2046,DuocNamHa,CTCP Dược phẩm Nam Hà,,OTC,0
,,2047,DuocPham32,CTCP Dược phẩm 3/2,,OTC,0
,,2048,DuocTanPhat,CTCP Dược - Trang Thiết bị Y Tế Tân Phát,,OTC,"3,600,000"
,,2049,DuocYenBai,CTCP Dược phẩm Yên Bái,,OTC,0
,,2050,DuongBo234,CTCP Quản Lý và Xây dựng Đường bộ 234,,OTC,0
,,2051,DuongBoDakLak,Công ty TNHH MTV Quản Lý và Sửa Chữa Đường bộ Đắk Lắk,,Khác,0
,,2052,DuongCanTho,CTCP Mía đường Cần Thơ,,OTC,"13,080,547"
,,2053,DuongLaNga,CTCP Mía đường La Ngà,,OTC,0
,,2054,DuongSatPhiaNam,CTCP Đường sắt Phía Nam,,OTC,0
,,2055,DuongSocTrang,CTCP Mía đường Sóc Trăng,,OTC,0
,,2056,DuyHoang07,CTCP Duy Hoàng 07,,OTC,0
,,2057,DVCCBinhDuong,CTCP Xây dựng và Dịch vụ Công Cộng Bình Dương,,OTC,0
,,2058,DVD,CTCP Dược phẩm Viễn Đông,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",OTC,"11,910,000"
,,2059,DVH,CTCP Chế tạo Máy điện Việt Nam - Hungari,Dịch vụ chuyên biệt và thương mại,OTC,"11,000,000"
,,2060,DVSC,CTCP Chứng khoán Đại Việt,,OTC,"25,000,000"
,,2061,DVVTKHANHHOA,CTCP Khai thác Bến xe và Dịch vụ Vận tải Khánh Hòa,,OTC,0
,,2062,DX2,CTCP Đầu tư và Xây dựng 319.2,Tư liệu sản xuất,OTC,"4,950,000"
,,2063,DXD,CTCP Đầu tư và Phát triển Xây lắp Đông Anh,Tư liệu sản xuất,OTC,"1,019,700"
,,2064,EAD,CTCP Thủy điện Điện lực Đắk Lắk,Dịch vụ tiện ích,OTC,"2,877,800"
,,2065,EasternAudit,Công ty TNHH Kiểm toán Phương Đông,,Khác,0
,,2066,EBA,CTCP Điện Bắc Nà,Dịch vụ tiện ích,OTC,"15,500,000"
,,2067,ECC,CTCP Chứng khoán Eurocapital,,OTC,"15,000,000"
,,2068,ECOVIS,Công ty TNHH ECOVIS STT Việt Nam,,Khác,0
,,2069,Eden,CTCP Ê Đen,,OTC,0
,,2070,EDL-Gen,Công ty Phát Điện Lào,,Lào,"1,226,216,765"
,,2071,EDX,CTCP Tập đoàn EDX,,OTC,"20,612,000"
,,2072,EIFMC,Công ty TNHH Quản lý Quỹ Eastspring Investments,,Khác,"2,500,000"
,,2073,EJung,Công ty TNHH Kiểm toán E-JUNG,,Khác,0
,,2074,ELINCO,CTCP Điện tử Tin học Hóa chất,,OTC,0
,,2075,EMC,CTCP Cơ điện Thủ Đức,Hàng tiêu dùng và trang trí,OTC,"15,297,333"
,,2076,ENF,Quỹ đầu tư Năng động Eastspring Investments Việt Nam,,OTC,"6,831,564"
,,2077,ErnstYoung,Công ty TNHH Ernst & Young Việt Nam,,Khác,0
,,2078,ETCC,CTCP Cáp và Thiết bị Viễn Thông,,OTC,0
,,2079,Eurowindow,CTCP Cửa sổ Nhựa Châu Âu,,OTC,"76,500,000"
,,2080,EVN,Tập đoàn Điện lực Việt Nam,,Khác,0
,,2081,Eximland,CTCP Bất động sản Exim,,OTC,0
,,2082,EYvn,Công ty TNHH Ernst & Young Việt Nam,,Khác,0
,,2083,FAC,Công ty TNHH Kiểm toán FAC,,Khác,0
,,2084,FACOM,Công ty TNHH Kiểm toán và Tư vấn Tài chính Việt Nam,,Khác,0
,,2085,FADACO,Công ty TNHH Kiểm toán và Tư vấn Đầu tư Tài chính Châu Á,,Khác,0
,,2086,Falcon,CTCP Vận tải Dầu khí Việt Nam,,OTC,0
,,2087,FanansaFund,Công ty Quản lý Quỹ Finansa,,Khác,0
,,2088,FBT,CTCP Xuất nhập khẩu Lâm Thủy sản Bến Tre,"Thực phẩm, đồ uống và thuốc lá",OTC,"15,000,000"
,,2089,FCB,Ngân hàng TMCP Đệ Nhất,,OTC,"300,000,000"
,,2090,FDG,CTCP Docimexco,Phân phối và bán lẻ hàng lâu bền,OTC,"13,200,000"
,,2091,FDT,CTCP FIDITOUR,Dịch vụ chuyên biệt và thương mại,OTC,"3,054,500"
,,2092,FECREDIT,Công ty Tài chính TNHH MTV Ngân hàng Việt Nam Thịnh Vượng,,Khác,0
,,2093,FENB,Ngân hàng Far East National Bank Chi nhánh Thành phố Hồ Chí Minh,,Khác,0
,,2094,FHH,CTCP Đầu tư Kinh doanh Phát triển Bất Động Sản FLCHOMES,,OTC,0
,,2095,FIS,CTCP Hệ thống Thông tin FPT,,OTC,"44,662,295"
,,2096,Foodinco,Tổng Công ty cổ phần Đầu tư và Xuất nhập khẩu Foodinco,,OTC,0
,,2097,Formach,CTCP Formach,,OTC,0
,,2098,FPC,CTCP Full Power,Tư liệu sản xuất,OTC,"13,106,292"
,,2099,FPTCapital,CTCP Quản lý Quỹ Đầu tư FPT,,OTC,0
,,2100,FPTTrading,CTCP Thương mại FPT,,OTC,"30,000,000"
,,2101,FritHue,CTCP Frit Huế,,OTC,0
,,2102,FSS,CTCP Giải pháp Phần mềm Tài chính,,OTC,0
,,2103,FTV,CTCP Công nghiệp Ngũ kim Fortress Việt Nam,,OTC,0
,,2104,FubonVN,Công ty TNHH Bảo hiểm nhân thọ Fubon,,Khác,0
,,2105,FUCTVGF1,Quỹ đầu tư Tăng trưởng TVAM,Dịch vụ tài chính,Khác,"15,000,000"
,,2106,FUCTVGF2,Quỹ Đầu tư Tăng trưởng Thiên Việt 2,Dịch vụ tài chính,OTC,"17,000,000"
,,2107,Fullhouse,Công ty TNHH Nhà nước MTV Đầu tư và Du lịch Huế,,Khác,0
,,2108,FWDVN,Công ty TNHH Bảo hiểm nhân thọ FWD Việt Nam,,Khác,0
,,2109,GachThaiBinh,CTCP Gạch ốp lát Thái Bình,,OTC,0
,,2110,GAFC,Công ty TNHH Kiểm toán và Tư vấn Tài chính Toàn cầu,,Khác,0
,,2111,GANGTHEPLAOCAI,CTCP Đầu tư Gang thép Lào Cai - Vimico,,OTC,0
,,2112,GaoXKTN,Nhà máy Gạo Xuất khẩu Tây Ninh,,Khác,0
,,2113,GBS,CTCP Chứng khoán Golden Bridge Việt Nam,Dịch vụ tài chính,OTC,"13,500,000"
,,2114,GCC,CTCP Văn hóa Tổng hợp Bến Thành,,OTC,"3,300,000"
,,2115,GDC,CTCP Xuất nhập khẩu Gia Định,,OTC,0
,,2116,GE2,Tổng Công ty Phát điện 2 - CTCP,Dịch vụ tiện ích,OTC,"262,500"
,,2117,GEC,CTCP Cơ khí Gang Thép,,OTC,0
,,2118,Gefoseco,CTCP Thực phẩm và Dịch vụ Tổng hợp,,OTC,"2,500,000"
,,2119,Geleximco,Tập đoàn Geleximco - CTCP,,OTC,0
,,2120,Gelimex,CTCP Điện máy và Kỹ thuật Công Nghệ,,OTC,0
,,2121,Generalimex,CTCP Xuất nhập khẩu Tổng hợp II,,OTC,0
,,2122,GeneraliVN,Công ty TNHH Bảo hiểm nhân thọ Generali,,Khác,0
,,2123,Genesis,CTCP Quản lý quỹ Genesis,,OTC,0
,,2124,Genexim,CTCP Vật tư Tổng hợp Thành phố Hồ Chí Minh,,OTC,"3,250,000"
,,2125,GENIMEX,CTCP Lâm sản và Xuất nhập khẩu Tổng hợp Bình Dương,,Khác,0
,,2126,Gentraco,CTCP Gentraco,,OTC,0
,,2127,Getraco,CTCP Thương mại Tổng hợp Tỉnh Bà Rịa - Vũng Tàu,,OTC,"751,770"
,,2128,GFC,CTCP Sản xuất Thương mại Dịch vụ GFC,Phân phối và bán lẻ hàng lâu bền,OTC,0
,,2129,GGS,CTCP Giống gia súc Hà Nội,"Thực phẩm, đồ uống và thuốc lá",OTC,"11,010,000"
,,2130,GHA,CTCP Hapaco Hải Âu,Nguyên vật liệu,Khác,"2,616,960"
,,2131,GiaCatAudit,Công ty TNHH Tư vấn và Kiểm toán Gia Cát,,Khác,0
,,2132,GiaDinhCo,CTCP Đầu tư Phát triển Gia Định,,OTC,0
,,2133,GiaDungPhongPhu,CTCP Dệt Gia dụng Phong Phú,,OTC,0
,,2134,GiaiPhapS2P,CTCP Dịch vụ Kĩ thuật và Giải pháp Số S2P,,OTC,0
,,2135,GiaLam,CTCP Xe lửa Gia Lâm,,Khác,0
,,2136,GiaoThong,CTCP Thiết bị Xây lắp Giao thông,,OTC,0
,,2137,GiaoThong2,CTCP Công trình Giao thông 2,,OTC,0
,,2138,GiaoThongQN,CTCP Xây dựng Giao thông Quảng Nam,,OTC,0
,,2139,GiaSangSteel,CTCP Luyện cán thép Gia Sàng,,OTC,0
,,2140,GiayDepWEC,CTCP May Thêu Giày Dép W.E.C Sài Gòn,,OTC,0
,,2141,GiayHaiDuong,CTCP Giầy Hải Dương,,OTC,0
,,2142,GiayHaNoi,CTCP Đầu tư Xuất nhập khẩu Da giày Hà Nội,,OTC,"5,000,000"
,,2143,GiayLamSon,CTCP Giấy Lam Sơn,,OTC,0
,,2144,GiayLeHoa,CTCP Giấy tập Lệ Hoa,,OTC,0
,,2145,GID,CTCP Dệt may Gia Định,,OTC,0
,,2146,GLH,CTCP GLEXHOMES,,OTC,0
,,2147,GLS,CTCP Chứng khoán Sen Vàng,,OTC,"13,500,000"
,,2148,GocVietAudit,Công ty TNHH Kiểm toán Gốc Việt,,Khác,0
,,2149,GoldenGate,CTCP Thương mại Dịch vụ Cổng Vàng,,OTC,0
,,2150,GPBank,Ngân hàng Thương mại TNHH MTV Dầu khí Toàn cầu,,Khác,"200,000,000"
,,2151,GQN,Trung tâm Giống Thủy sản Quảng Nam,"Thực phẩm, đồ uống và thuốc lá",OTC,"846,000"
,,2152,GrantThornton,Công ty TNHH Grant Thornton Việt Nam,,Khác,0
,,2153,GreatEastern,Công ty TNHH Bảo hiểm Nhân Thọ Great Eastern Việt Nam,,Khác,0
,,2154,GRL,CTCP Tiếp Vận Xanh,,OTC,0
,,2155,Groupama,Công ty TNHH Bảo hiểm Tổng hợp Groupama Việt Nam,,Khác,0
,,2156,GSC,CTCP Thủy điện Geruco Sông Côn,,OTC,"30,000,000"
,,2157,GT6,Tổng Công ty Xây dựng Công trình Giao thông 6 - CTCP,,OTC,0
,,2158,GTC,CTCP Trà Rồng Vàng,"Thực phẩm, đồ uống và thuốc lá",OTC,"1,032,243"
,,2159,GTH,CTCP Xây dựng - Giao thông Thừa Thiên Huế,Tư liệu sản xuất,OTC,"2,735,500"
,,2160,GTI,Công ty Grand Twins International (Campuchia),,Campuchia,0
,,2161,GTK,CTCP Giầy Thụy Khê,Hàng tiêu dùng và trang trí,OTC,"7,700,000"
